filepath,call_number,photographer,caption,year,month,state,city,county,longitude,latitude
media/fsac/1a34601v.jpg,LC-DIG-fsac-1a34601,Jack Delano,"Workers at the roundhouse of the C &amp; NW RR Proviso Yard, Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34986v.jpg,LC-DIG-fsac-1a34986,Howard R. Hollem,"The capitol of the Virginia colony during the 18th century, which was reconstructed and restored to its original state by John D. Rockefeller, Jr., during the 1930&#39;s, Williamsburg, Va. The capitol originally erected in 1701-5 was the meeting place of the Virginia General Assembly and General Court [and] is flying the old type of British flag with the permission of England and the United States",1943,4,Virginia,Williamsburg,City Williamsburg,-76.7074571,37.2707022
media/fsac/1a34141v.jpg,LC-DIG-fsac-1a34141,Russell Lee,"Homesteader and his children eating barbeque at the Pie Town, New Mexico Fair",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a34906v.jpg,LC-DIG-fsac-1a34906,Howard R. Hollem,"Painting the American insignia on airplane wings is a job that Mrs. Irma Lee McElroy, a former office worker, does with precision and patriotic zeal. Mrs. McElroy is a civil service employee at the naval Air Base, Corpus Christi, Texas. Her husband is a flight instructor",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a33867v.jpg,LC-DIG-fsac-1a33867,Jack Delano,"Street corner, Brockton, Mass.",1941,1,Massachusetts,Brockton,Plymouth County,-71.0183787,42.0834335
media/fsac/1a34797v.jpg,LC-DIG-fsac-1a34797,Jack Delano,"Freight Depot of the U.S. Army consolidating station, Chicago, Ill.",1943,4,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a34501v.jpg,LC-DIG-fsac-1a34501,John Collier,"Placita, New Mexico, on the Rio Pueblo",1943,1,New Mexico,Placita,Sandoval County,-106.9586502,36.035296
media/fsac/1a34657v.jpg,LC-DIG-fsac-1a34657,Jack Delano,"Switchman throwing a switch at C &amp; NW RR&#39;s Proviso yard, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35302v.jpg,LC-DIG-fsac-1a35302,Alfred T. Palmer,"Clerk in one of the stock rooms of North American Aviation, Inc., checking to see if the proper numbers of parts were received and placed in the proper bin, Inglewood, Calif. This plant produces the battle-tested B-25 (&quot;Billy Mitchell&quot;) bomber, used in General Doolittle&#39;s raid on Tokyo, and the P-51 (&quot;Mustang&quot;) fighter plane which was first brought into prominence by the British raid on Dieppe",1942,10,California,Inglewood,Los County,-118.3531311,33.9616801
media/fsac/1a35404v.jpg,LC-DIG-fsac-1a35404,Arthur Siegel,"Looking east toward Rackham Building, Detroit, Mich.",1942,7,Michigan,Detroit,Wayne County,-83.0457538,42.331427
media/fsac/1a34518v.jpg,LC-DIG-fsac-1a34518,John Collier,"Rotunda of the University of Virginia, Charlottesville, Va.",1943,4,Virginia,Charlottesville,City Charlottesville,-78.4766781,38.0293059
media/fsac/1a35274v.jpg,LC-DIG-fsac-1a35274,Alfred T. Palmer,"A large electric phosphate smelting furnace used in the making of elemental phosphorus in a TVA chemical plant in the Muscle Shoals area, Alabama",1942,6,Alabama,Muscle Shoals,Colbert County,-87.6675292,34.7448112
media/fsac/1a34685v.jpg,LC-DIG-fsac-1a34685,Jack Delano,"C &amp; NW RR, putting the finishing touches on a rebuilt caboose at the rip tracks at Proviso yard, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34130v.jpg,LC-DIG-fsac-1a34130,Russell Lee,"Son of Jim Norris, homesteader, tying corn into bundles, Pie Town, New Mexico",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a35349v.jpg,LC-DIG-fsac-1a35349,Alfred T. Palmer,"Annette del Sur publicizing salvage campaign in yard of Douglas Aircraft Company, Long Beach, Calif.",1942,10,California,Long Beach,Los County,-118.1892348,33.7669623
media/fsac/1a34717v.jpg,LC-DIG-fsac-1a34717,Jack Delano,"Night view of part of Santa Fe R.R. yard, Kansas City, Kansas",1943,3,Kansas,Kansas City,Jackson County,-94.5785667,39.0997266
media/fsac/1a35314v.jpg,LC-DIG-fsac-1a35314,Alfred T. Palmer,"Part of the cowling for one of the motors for a B-25 bomber is assembled in the engine department of North American [Aviation, Inc.]&#39;s Inglewood, Calif., plant",1942,10,California,Inglewood,Los County,-118.3531311,33.9616801
media/fsac/1a34811v.jpg,LC-DIG-fsac-1a34811,Jack Delano,"C. M. St. P. &amp; P. R.R., general view of part of the yard, Bensenville, Ill.",1943,5,Illinois,Bensenville,DuPage County,-87.9400657,41.9550296
media/fsac/1a34555v.jpg,LC-DIG-fsac-1a34555,John Collier,"Civil Air Patrol Base, Bar Harbor, Maine. The hangar of Coastal Patrol #20",1943,6,Maine,Bar Harbor (Town),Hancock County,-68.2594596,44.3748015
media/fsac/1a34588v.jpg,LC-DIG-fsac-1a34588,Marjory Collins,"United Nations exhibit put on by OWI in Rockefeller Plaza, New York, N.Y. Central motif was this frame containing copy of Atlantic charter, with amplifiers at each end broadcasting speeches by Roosevelt, Churchill and Chiang Kai-Shek every half hour, and surrounded by statues of the four freedoms",1943,3,New York,New York,New County,-74.0059729,40.7142691
media/fsac/1a33914v.jpg,LC-DIG-fsac-1a33914,Jack Delano,"Poster for a side show at the Vermont state fair, Rutland",1941,9,Vermont,Rutland,Rutland County,-72.9726065,43.6106237
media/fsac/1a35249v.jpg,LC-DIG-fsac-1a35249,Alfred T. Palmer,"Transmission line towers and high tension lines that carry current generated at TVA&#39;s Wilson Dam hydroelectric plant, near Sheffield, Ala.",1942,6,Alabama,Sheffield,Colbert County,-87.6986407,34.7650887
media/fsac/1a34721v.jpg,LC-DIG-fsac-1a34721,Jack Delano,"Farm land in Texas panhandle near Amarillo, Texas. Santa Fe R.R. trip",1943,3,Texas,Amarillo,Potter County,-101.8312969,35.2219971
media/fsac/1a34208v.jpg,LC-DIG-fsac-1a34208,Russell Lee,"Cherry orchards and farming land, Emmett, Idaho",1941,7,Idaho,Emmett,Gem County,-116.4993012,43.8734979
media/fsac/1a35283v.jpg,LC-DIG-fsac-1a35283,Alfred T. Palmer,"Making wiring assemblies at a junction box on the fire wall for the right engine of a B-25 bomber, North American Aviation, Inc., [Inglewood], Calif. Forward of this wall will be mounted one of the two 1,700-horsepower Wright Whirlwind engines which carry the B-25 through performances up to Altitudes of 25,000 feet",1942,7,California,Inglewood,Los County,-118.3531311,33.9616801
media/fsac/1a35085v.jpg,LC-DIG-fsac-1a35085,Alfred T. Palmer,"16-inch coast artillery gun, Ft. Story, Va.",1942,3,Virginia,Fort Story,City News,-76.5840675,37.1587672
media/fsac/1a34700v.jpg,LC-DIG-fsac-1a34700,Jack Delano,"John Paulinski, car inspector, blue flagging a train for inspection, at Corwith yard, Santa Fe RR trip, Chicago, Ill.",1943,3,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a35090v.jpg,LC-DIG-fsac-1a35090,Alfred T. Palmer,"Sunset silhouette of flying fortress, Langley Field, Va.",1942,7,Virginia,Hampton,City Hampton,-76.3452218,37.0298687
media/fsac/1a35207v.jpg,LC-DIG-fsac-1a35207,Alfred T. Palmer,"M-4 tank line, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34886v.jpg,LC-DIG-fsac-1a34886,Howard R. Hollem,"Oyida Peaks riveting as part of her NYA training to become a mechanic at the Naval Air Base, in the Assembly and Repair Department, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34333v.jpg,LC-DIG-fsac-1a34333,Marion Post Wolcott,"Natchez, Miss.",1940,8,Mississippi,Natchez,Adams County,-91.403171,31.5604442
media/fsac/1a34731v.jpg,LC-DIG-fsac-1a34731,Jack Delano,"Passing a section house along the Atchison, Topeka, and Santa Fe railroad, Encino vicinity, New Mexico",1943,3,New Mexico,Encino,Torrance County,-105.4616722,34.651178
media/fsac/1a35403v.jpg,LC-DIG-fsac-1a35403,Arthur Siegel,Looking west from the Maccabees Building,1942,7,Michigan,Detroit,Wayne County,-83.0457538,42.331427
media/fsac/1a33915v.jpg,LC-DIG-fsac-1a33915,Jack Delano,"At the Vermont state fair, Rutland",1941,9,Vermont,Rutland,Rutland County,-72.9726065,43.6106237
media/fsac/1a34788v.jpg,LC-DIG-fsac-1a34788,Jack Delano,"Night view of part of the South Water street freight terminal of the Illinois Central R.R., Chicago, Ill.",1943,5,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a34802v.jpg,LC-DIG-fsac-1a34802,Jack Delano,"C. &amp; N.W. R.R., Mrs. Elibia Siematter, employed as a sweeper at the roundhouse, Clinton, Iowa",1943,4,Iowa,Clinton,Clinton County,-90.1887379,41.8444735
media/fsac/1a33831v.jpg,LC-DIG-fsac-1a33831,Jack Delano,"Connecticut town on the sea, probably Stonington",1940,11,Connecticut,Stonington (Town),New County,-71.8714605,41.4695433
media/fsac/1a35033v.jpg,LC-DIG-fsac-1a35033,Russell Lee,"Scrap and salvage depot, Butte, Mont.",1942,10,Montana,Butte,Silver County,-112.5347447,46.0038153
media/fsac/1a34395v.jpg,LC-DIG-fsac-1a34395,Marion Post Wolcott,"Negro migratory workers by a &quot;juke joint&quot; (?), Belle Glade, Fla.",1941,2,Florida,Belle Glade,Palm Beach,-80.6675577,26.6845104
media/fsac/1a33904v.jpg,LC-DIG-fsac-1a33904,Jack Delano,"A negro Farm Security Administration borrower plowing on the Jones farm, vicinity of Greshamville, Ga.",1941,6,Georgia,Greshamville,Greene County,-83.3237718,33.6265141
media/fsac/1a35358v.jpg,LC-DIG-fsac-1a35358,Alfred T. Palmer,"Lieutenant &quot;Mike&quot; Hunter, Army pilot assigned to Douglas Aircraft Company, Long Beach, Calif.",1942,10,California,Long Beach,Los County,-118.1892348,33.7669623
media/fsac/1a34905v.jpg,LC-DIG-fsac-1a34905,Howard R. Hollem,"Aviation cadet in training at the Naval Air Base, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a33860v.jpg,LC-DIG-fsac-1a33860,Jack Delano,"Street scene, possibly in Brockton, Mass.",1940,12,Massachusetts,Brockton,Plymouth County,-71.0183787,42.0834335
media/fsac/1a34624v.jpg,LC-DIG-fsac-1a34624,Jack Delano,"Switch lists coming in by teletype to the hump office at a Chicago and Northwestern railroad yard, Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35201v.jpg,LC-DIG-fsac-1a35201,Alfred T. Palmer,"M-3 tanks and crews, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a35203v.jpg,LC-DIG-fsac-1a35203,Alfred T. Palmer,"An M-3 tank in action, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34959v.jpg,LC-DIG-fsac-1a34959,Howard R. Hollem,"A mating operation on a transport plane just before it comes to the pre-assembly line at the Consolidated Aircraft Corporation plant, Fort Worth, Texas",1942,10,Texas,Fort Worth,Tarrant County,-97.3208496,32.725409
media/fsac/1a35228v.jpg,LC-DIG-fsac-1a35228,Alfred T. Palmer,"Tank commander, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34926v.jpg,LC-DIG-fsac-1a34926,Howard R. Hollem,"Sailor mechanic inspecting a PBY plane at the Naval Air Base, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a33852v.jpg,LC-DIG-fsac-1a33852,Jack Delano,"Headlines posted in street-corner window of newspaper off[ice] (Brockton Enterprise) ... Brockton, Mass.",1940,12,Massachusetts,Brockton,Plymouth County,-71.0183787,42.0834335
media/fsac/1a34798v.jpg,LC-DIG-fsac-1a34798,Jack Delano,"C. &amp; N.W. R.R., Mrs. Dorothy Lucke, employed as a wiper at the roundhouse, Clinton, Iowa",1943,4,Iowa,Clinton,Clinton County,-90.1887379,41.8444735
media/fsac/1a33849v.jpg,LC-DIG-fsac-1a33849,Jack Delano,"Commuters, who have just come off the train, waiting for the bus to go home, Lowell, Mass.",1941,1,Massachusetts,Lowell,Middlesex County,-71.3161718,42.6334247
media/fsac/1a34975v.jpg,LC-DIG-fsac-1a34975,Howard R. Hollem,"War production worker at the Vilter [Manufacturing] Company making M5 and M7 guns for the U.S. Army, Milwaukee, Wis. Ex-housewife, age 49, now doing bench work on small gun parts. Son [is] Second L[ieutenan]t, Son-in-law, Capt[ain] in Army",1943,2,Wisconsin,Milwaukee,Milwaukee County,-87.9064736,43.0389025
media/fsac/1a34162v.jpg,LC-DIG-fsac-1a34162,Russell Lee,"Door and window in a Spanish-American home, Costilla, New Mexico",1940,7,New Mexico,Costilla,Taos County,-105.5311205,36.9758552
media/fsac/1a35053v.jpg,LC-DIG-fsac-1a35053,Alfred T. Palmer,"Slag run-off from open hearth furnace, Republic Steel Corp., Youngstown, Ohio",1941,11,Ohio,Youngstown,Mahoning County,-80.6495194,41.0997803
media/fsac/1a34821v.jpg,LC-DIG-fsac-1a34821,Jack Delano,"Loading a lake freighter with coal for shipment to other lake ports, Sandusky, Ohio",1943,5,Ohio,Sandusky,Erie County,-82.7079605,41.4489397
media/fsac/1a34385v.jpg,LC-DIG-fsac-1a34385,Marion Post Wolcott,"Farmers and townspeople in town on Court day, Campton, Ky.",1940,9,Kentucky,Campton,Wolfe County,-83.547409,37.7342526
media/fsac/1a34553v.jpg,LC-DIG-fsac-1a34553,John Collier,"Civil Air Patrol Base, Bar Harbor, Maine",1943,6,Maine,Bar Harbor (Town),Hancock County,-68.2594596,44.3748015
media/fsac/1a34965v.jpg,LC-DIG-fsac-1a34965,Howard R. Hollem,"Transfusion donor bottles, Baxter Lab., Glenview, Ill. Formerly a sculptress and designer of tiles, Dorothy Cole converted her basement into a workshop to tin plate needles for valves for blood transfusion bottles prepared by Baxter Laboratories where she lives. She turns in her profits to war bonds to provide a college education for her young nephew",1942,10,Illinois,Glenview,Cook County,-87.7878408,42.0697509
media/fsac/1a34369v.jpg,LC-DIG-fsac-1a34369,Marion Post Wolcott,"Taking Burley tobacco in from the fields after it had been cut, to dry and cure in the barn, on the Russell Spears&#39; farm, vicinity of Lexington, Ky.",1940,9,Kentucky,Lexington,Fayette County,-84.4777153,37.9886892
media/fsac/1a34106v.jpg,LC-DIG-fsac-1a34106,Russell Lee,"Mrs. Bill Stagg with state quilt which she made, Pie Town, New Mexico",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a35007v.jpg,LC-DIG-fsac-1a35007,Fenno Jacobs,"At Beecher Street School, whose student body consists of half Americans of Italian descent and half of Americans of Polish descent, Southington, Conn. The Queen of the May was Emily Schwak, of Polish extraction; the King, Philip D&#39;Agostino, of Italian",1942,5,Connecticut,Southington,Hartford County,-72.8776013,41.5964869
media/fsac/1a34401v.jpg,LC-DIG-fsac-1a34401,Marion Post Wolcott,"Shacks of Negro migratory workers, Belle Glade, Fla.",1941,2,Florida,Belle Glade,Palm Beach,-80.6675577,26.6845104
media/fsac/1a35199v.jpg,LC-DIG-fsac-1a35199,Alfred T. Palmer,"Tank commander, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a35290v.jpg,LC-DIG-fsac-1a35290,Alfred T. Palmer,"B-25 bombers lined up at North American Aviation, Incorporated, almost ready for their first test flight, Kansas City, Kansas",1942,10,Kansas,Kansas City,Jackson County,-94.5785667,39.0997266
media/fsac/1a34340v.jpg,LC-DIG-fsac-1a34340,Marion Post Wolcott,"Day laborers picking cotton near Clarksdale, Miss.",1939,11,Mississippi,Clarksdale,Coahoma County,-90.5709323,34.2001086
media/fsac/1a33854v.jpg,LC-DIG-fsac-1a33854,Jack Delano,"Children in the tenement district, Brockton, Mass.",1940,12,Massachusetts,Brockton,Plymouth County,-71.0183787,42.0834335
media/fsac/1a34973v.jpg,LC-DIG-fsac-1a34973,Howard R. Hollem,"One of the girls of Vilter [Manufacturing] Co. filing small gun parts, Milwaukee, Wisc. One brother in Coast Guard, one going to Army.",1943,2,Wisconsin,Milwaukee,Milwaukee County,-87.9064736,43.0389025
media/fsac/1a34681v.jpg,LC-DIG-fsac-1a34681,Jack Delano,"C &amp; NW RR, a general view of a classification yard at Proviso Yard, Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35027v.jpg,LC-DIG-fsac-1a35027,Russell Lee,"Butte, Montana",1942,9,Montana,Butte,Silver County,-112.5347447,46.0038153
media/fsac/1a35230v.jpg,LC-DIG-fsac-1a35230,Alfred T. Palmer,"Welder making boilers for a ship, Combustion Engineering Co., Chattanooga, Tenn.",1942,6,Tennessee,Chattanooga,Hamilton County,-85.3096801,35.0456297
media/fsac/1a34266v.jpg,LC-DIG-fsac-1a34266,Arthur Rothstein,"Boy building a model airplane while other children look on, FSA labor camp, Robstown, Tex.",1942,1,Texas,Robstown,Nueces County,-97.6688843,27.7903032
media/fsac/1a34121v.jpg,LC-DIG-fsac-1a34121,Russell Lee,"Church at Pie Town, New Mexico. This building was a cooperative community enterprise",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a35077v.jpg,LC-DIG-fsac-1a35077,Alfred T. Palmer,"Owens-Corning Fiberglas Corporation, Toledo, Ohio. Side view of a glass furnace melting the carefully compounded batch required for the production of Fiberglas thermal insulation being installed in the hulls of naval vessels now under construction",1942,2,Ohio,Toledo,Lucas County,-83.555212,41.6639383
media/fsac/1a35438v.jpg,LC-DIG-fsac-1a35438,John Vachon,"Nearly exhausted sulphur vat from which railroad cars are loaded, Freeport Sulphur Co., Hoskins Mound, Texas",1943,5,Texas,Freeport,Brazoria County,-95.3596617,28.9541368
media/fsac/1a34257v.jpg,LC-DIG-fsac-1a34257,Arthur Rothstein,"Boys flying a kite in front of community center, FSA ... camp, Robstown, Tex.",1942,1,Texas,Robstown,Nueces County,-97.6688843,27.7903032
media/fsac/1a34559v.jpg,LC-DIG-fsac-1a34559,John Collier,"A farm, Bethel, Vt.",1943,6,Vermont,Bethel,Windsor County,-72.6339903,43.8333999
media/fsac/1a34870v.jpg,LC-DIG-fsac-1a34870,Howard R. Hollem,"Sailor at the Naval Air Base wears the new type protective clothing and gas mask designed for use in chemical warfare, Corpus Christi, Texas. These uniforms are lighter than the old type",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34833v.jpg,LC-DIG-fsac-1a34833,Jack Delano,"Pennsylvania R.R. ore docks, unloading ore from a lake freighter by means of &quot;Hulett&quot; unloaders, Cleveland, Ohio",1943,5,Ohio,Cleveland,Cuyahoga County,-81.6954088,41.4994954
media/fsac/1a35209v.jpg,LC-DIG-fsac-1a35209,Alfred T. Palmer,"A young soldier of the armored forces holds and sights his Garand rifle like an old timer, Fort Knox, Ky. He likes the piece for its fine firing qualities and its rugged, dependable mechanism. Infantryman with halftrack",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34817v.jpg,LC-DIG-fsac-1a34817,Jack Delano,"General view of part of the Bensenville freight yard of the Chicago, Milwaukee, St. Paul and Pacific Railroad, Bensenville, Ill.",1943,5,Illinois,Bensenville,DuPage County,-87.9400657,41.9550296
media/fsac/1a34678v.jpg,LC-DIG-fsac-1a34678,Jack Delano,"C &amp; NW RR, working on a locomotive at the 40th Street railroad shops, Chicago, Ill.",1942,12,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a34249v.jpg,LC-DIG-fsac-1a34249,Arthur Rothstein,"[Civilian pilot training school], returning from practice flight, Meacham Field, Fort Worth, Tex.",1942,1,Texas,Fort Worth,Tarrant County,-97.3208496,32.725409
media/fsac/1a34597v.jpg,LC-DIG-fsac-1a34597,Jack Delano,"Welder at the C &amp; NW RR locomotive shops, 40th Street shops, Chicago, Ill.",1942,12,Illinois,Chicago,Cook County,-87.6500523,41.850033
media/fsac/1a34600v.jpg,LC-DIG-fsac-1a34600,Jack Delano,"Two employees at the roundhouse at Proviso yard, C &amp; NW RR., Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a35310v.jpg,LC-DIG-fsac-1a35310,Alfred T. Palmer,"Part of the cowling for one of the motors for a B-25 bomber is assembled in the engine department of North American [Aviation, Inc.]&#39;s Inglewood, Calif., plant",1942,10,California,Inglewood,Los County,-118.3531311,33.9616801
media/fsac/1a35189v.jpg,LC-DIG-fsac-1a35189,Alfred T. Palmer,"High above, over a true &quot;home of the brave,&quot; the floating folds of the Star Spangled Banner symbolize the American way of life to soldiers in training for the battles that will bring freedom to an unhappy, war-torn world, Fort Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a34763v.jpg,LC-DIG-fsac-1a34763,Jack Delano,"Mojave Desert country, crossed by Santa Fe R.R., Cadiz, Calif.",1943,3,California,Cadiz,San County,-115.5127662,34.5199973
media/fsac/1a34129v.jpg,LC-DIG-fsac-1a34129,Russell Lee,"Homesteader feeding his daughter at the Pie Town, New Mexico Fair free barbeque",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a34904v.jpg,LC-DIG-fsac-1a34904,Howard R. Hollem,"Navy N2S primary land planes at the naval Air Base, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a35383v.jpg,LC-DIG-fsac-1a35383,William M. Rittase,"The utmost precision is required of these operators who are cutting and drilling parachute packs in an eastern factory, Manchester, Conn. Their work is under constant close supervision. Pioneer Parchute Company",1942,8,Connecticut,Manchester,Hartford County,-72.5214755,41.7759324
media/fsac/1a35235v.jpg,LC-DIG-fsac-1a35235,Alfred T. Palmer,"Mechanical operator on boiler parts, Combustion Engineering Co., Chattanooga, Tenn.",1942,6,Tennessee,Chattanooga,Hamilton County,-85.3096801,35.0456297
media/fsac/1a55006v.jpg,LC-DIG-fsac-1a55006,John Collier,"[Garden of Pan American Union Building, Washington, D.C.]",1943,5,District of Columbia,Washington (DC),US.DC.001,-77.0002539,38.9170559
media/fsac/1a34683v.jpg,LC-DIG-fsac-1a34683,Jack Delano,"C &amp; NW RR, railroad worker cultivating the small Victory garden in the Proviso yard, Chicago, Ill.",1943,4,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34245v.jpg,LC-DIG-fsac-1a34245,Arthur Rothstein,"Instructor explaining the operation of a parachute to student pilots, Meacham Field, Fort Worth, Tex.",1942,1,Texas,Fort Worth,Tarrant County,-97.3208496,32.725409
media/fsac/1a34295v.jpg,LC-DIG-fsac-1a34295,Marion Post Wolcott,"Houses which have been condemned by the Board of Health, but are still occupied by Negro Migratory workers, Belle Glade, Fla.",1941,1,Florida,Belle Glade,Palm Beach,-80.6675577,26.6845104
media/fsac/1a34707v.jpg,LC-DIG-fsac-1a34707,Jack Delano,"Retiring a locomotive driver wheel, Shopton, Iowa. The tire is heated by means of gas until it can be slipped over the wheel. Contraction on cooling will hold it firmly in place. Santa Fe R.R.",1943,3,Iowa,Fort Madison,Lee County,-91.3151506,40.6297632
media/fsac/1a35439v.jpg,LC-DIG-fsac-1a35439,John Vachon,"Nearly exhausted sulphur vat from which railroad cars are loaded, Freeport Sulphur Co., Hoskins Mound, Texas",1943,5,Texas,Freeport,Brazoria County,-95.3596617,28.9541368
media/fsac/1a34334v.jpg,LC-DIG-fsac-1a34334,Marion Post Wolcott,"Natchez, Miss.",1940,8,Mississippi,Natchez,Adams County,-91.403171,31.5604442
media/fsac/1a34762v.jpg,LC-DIG-fsac-1a34762,Jack Delano,"Mojave Desert country, crossed by the Santa Fe R.R., Cadiz, Calif.",1943,3,California,Cadiz,San County,-115.5127662,34.5199973
media/fsac/1a35003v.jpg,LC-DIG-fsac-1a35003,Fenno Jacobs,"An American town and its way of life, Southington, Conn. The Memorial Day parade moving down the main street. The small number of spectators is accounted for by the fact that the town&#39;s war factories did not close. The town hall is in the left foreground. May 23 to May 30",1942,5,Connecticut,Southington,Hartford County,-72.8776013,41.5964869
media/fsac/1a34213v.jpg,LC-DIG-fsac-1a34213,Russell Lee,"Grain elevator, Caldwell, Idaho",1941,7,Idaho,Caldwell,Canyon County,-116.6873596,43.6629384
media/fsac/1a34096v.jpg,LC-DIG-fsac-1a34096,Russell Lee,"Faro and Doris Caudill, homesteaders, Pie Town, New Mexico",1940,10,New Mexico,Pie Town,Catron County,-108.1347836,34.2983884
media/fsac/1a34913v.jpg,LC-DIG-fsac-1a34913,Howard R. Hollem,"Working in the Assembly and Repair Dept. of the Naval Air Base, Corpus Christi, Texas",1942,8,Texas,Corpus Christi,Nueces County,-97.396381,27.8005828
media/fsac/1a34650v.jpg,LC-DIG-fsac-1a34650,Jack Delano,"View in a departure yard at C &amp; NW RR&#39;s Proviso (?) yard at twilight, Chicago, Ill. Brakeman is signaling with a red flare and the train is going by during exposure",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34543v.jpg,LC-DIG-fsac-1a34543,John Collier,"Civil Air Patrol Base, Bar Harbor, Maine. Flying field from the hangar. Coastal Patrol #20",1943,6,Maine,Bar Harbor (Town),Hancock County,-68.2594596,44.3748015
media/fsac/1a34225v.jpg,LC-DIG-fsac-1a34225,Russell Lee,"Wheat farm, Walla Walla, Washington",1941,7,Washington,Walla Walla,Walla County,-118.3430209,46.0645809
media/fsac/1a35339v.jpg,LC-DIG-fsac-1a35339,Alfred T. Palmer,"Women become skilled shop technicians after careful training in the school at the Douglas Aircraft Company plant, Long Beach, Calif. Most important of the many types of aircraft made at this plant are the B-17F (&quot;Flying Fortress&quot;) heavy bomber, the A-20 (&quot;Havoc&quot;) assault bomber and the C-47 heavy transport plane for the carrying of troops and cargo",1942,10,California,Long Beach,Los County,-118.1892348,33.7669623
media/fsac/1a34220v.jpg,LC-DIG-fsac-1a34220,Russell Lee,"Cherry orchards, farm lands and irrigation ditch at Emmett, Idaho",1941,7,Idaho,Emmett,Gem County,-116.4993012,43.8734979
media/fsac/1a34709v.jpg,LC-DIG-fsac-1a34709,Jack Delano,"Working with a small steam drop hammer at the blacksmith shop in the Santa Fe R.R. shops, Topeka, Kansas",1943,3,Kansas,Topeka,Shawnee County,-95.6780371,39.0483336
media/fsac/1a34740v.jpg,LC-DIG-fsac-1a34740,Jack Delano,"Santa Fe R.R. line going to Albuquerque, New Mexico, past the Isleta Indian reservation, Isleta, N[ew] Mex[ico]",1943,3,New Mexico,Isleta,Bernalillo County,-106.6891921,34.907274
media/fsac/1a34688v.jpg,LC-DIG-fsac-1a34688,Jack Delano,"View in a departure yard at C &amp; NW RR&#39;s Proviso(?) yard, at twilight, Chicago, Ill.",1942,12,Illinois,Melrose Park,Cook County,-87.8567277,41.9005865
media/fsac/1a34207v.jpg,LC-DIG-fsac-1a34207,Russell Lee,"Flour mill, Caldwell, Idaho",1941,7,Idaho,Caldwell,Canyon County,-116.6873596,43.6629384
media/fsac/1a35224v.jpg,LC-DIG-fsac-1a35224,Alfred T. Palmer,"M-4 tank, Ft. Knox, Ky.",1942,6,Kentucky,Fort Knox,Hardin County,-85.963629,37.891129
media/fsac/1a35440v.jpg,LC-DIG-fsac-1a35440,John Vachon,"Melted sulphur from the wells pouring into relay station, Freeport Sulphur Co., Hoskins Mound, Texas",1943,5,Texas,Freeport,Brazoria County,-95.3596617,28.9541368
