label,filepath,bbox_x0,bbox_y0,bbox_x1,bbox_y1,index
Western_Grebe,media/birds_1000/00670.png,57.0,166.0,239.0,280.0,test
Caspian_Tern,media/birds_1000/00671.png,100.0,45.0,409.0,332.0,test
Cliff_Swallow,media/birds_1000/00672.png,87.0,119.0,323.0,310.0,train
Black_capped_Vireo,media/birds_1000/00673.png,14.0,4.0,225.0,163.0,train
Chuck_will_Widow,media/birds_1000/00674.png,107.0,61.0,499.0,291.0,test
Yellow_Warbler,media/birds_1000/00675.png,55.0,50.0,223.0,345.0,train
Downy_Woodpecker,media/birds_1000/00676.png,47.0,80.0,278.0,499.0,train
Yellow_bellied_Flycatcher,media/birds_1000/00677.png,134.0,140.0,295.0,428.0,train
Spotted_Catbird,media/birds_1000/00678.png,135.0,79.0,309.0,265.0,test
Brandt_Cormorant,media/birds_1000/00679.png,240.0,131.0,442.0,243.0,train
Common_Raven,media/birds_1000/00680.png,139.0,104.0,435.0,285.0,train
Common_Tern,media/birds_1000/00681.png,79.0,82.0,269.0,206.0,train
Song_Sparrow,media/birds_1000/00682.png,177.0,109.0,404.0,234.0,test
Geococcyx,media/birds_1000/00683.png,19.0,21.0,440.0,383.0,test
Brandt_Cormorant,media/birds_1000/00684.png,90.0,58.0,265.0,326.0,test
Wilson_Warbler,media/birds_1000/00685.png,210.0,86.0,471.0,225.0,train
Red_legged_Kittiwake,media/birds_1000/00686.png,11.0,40.0,343.0,224.0,train
Cliff_Swallow,media/birds_1000/00687.png,203.0,112.0,428.0,365.0,train
Black_Tern,media/birds_1000/00688.png,102.0,151.0,301.0,374.0,train
Pigeon_Guillemot,media/birds_1000/00689.png,28.0,85.0,408.0,270.0,train
European_Goldfinch,media/birds_1000/00690.png,61.0,56.0,328.0,440.0,test
Spotted_Catbird,media/birds_1000/00691.png,70.0,42.0,272.0,288.0,train
Sage_Thrasher,media/birds_1000/00692.png,119.0,76.0,394.0,367.0,train
Pine_Grosbeak,media/birds_1000/00693.png,36.0,71.0,356.0,328.0,train
Vermilion_Flycatcher,media/birds_1000/00694.png,174.0,83.0,350.0,250.0,train
Philadelphia_Vireo,media/birds_1000/00695.png,198.0,101.0,440.0,285.0,train
Western_Grebe,media/birds_1000/00696.png,103.0,111.0,266.0,222.0,train
Frigatebird,media/birds_1000/00697.png,24.0,52.0,355.0,399.0,train
Canada_Warbler,media/birds_1000/00698.png,213.0,47.0,449.0,296.0,train
Warbling_Vireo,media/birds_1000/00699.png,68.0,102.0,336.0,256.0,train
Pied_billed_Grebe,media/birds_1000/00700.png,162.0,85.0,321.0,212.0,train
Olive_sided_Flycatcher,media/birds_1000/00701.png,179.0,128.0,307.0,303.0,train
Black_and_white_Warbler,media/birds_1000/00702.png,68.0,117.0,339.0,300.0,train
Pileated_Woodpecker,media/birds_1000/00703.png,231.0,100.0,355.0,306.0,train
Hooded_Oriole,media/birds_1000/00704.png,154.0,84.0,429.0,264.0,test
Parakeet_Auklet,media/birds_1000/00705.png,112.0,31.0,274.0,309.0,train
Shiny_Cowbird,media/birds_1000/00706.png,106.0,58.0,396.0,233.0,train
Long_tailed_Jaeger,media/birds_1000/00707.png,79.0,44.0,483.0,264.0,train
Geococcyx,media/birds_1000/00708.png,20.0,58.0,269.0,487.0,test
Pileated_Woodpecker,media/birds_1000/00709.png,178.0,107.0,368.0,374.0,train
Caspian_Tern,media/birds_1000/00710.png,85.0,30.0,234.0,459.0,train
Black_Tern,media/birds_1000/00711.png,170.0,29.0,352.0,298.0,test
Nashville_Warbler,media/birds_1000/00712.png,146.0,104.0,452.0,312.0,train
Black_and_white_Warbler,media/birds_1000/00713.png,153.0,104.0,488.0,284.0,train
Common_Yellowthroat,media/birds_1000/00714.png,59.0,104.0,457.0,347.0,train
American_Pipit,media/birds_1000/00715.png,113.0,96.0,256.0,237.0,train
Gray_Kingbird,media/birds_1000/00716.png,148.0,91.0,278.0,374.0,test
Gray_Kingbird,media/birds_1000/00717.png,145.0,15.0,442.0,212.0,train
Clark_Nutcracker,media/birds_1000/00718.png,140.0,61.0,375.0,319.0,train
Bay_breasted_Warbler,media/birds_1000/00719.png,105.0,145.0,294.0,328.0,train
Pine_Grosbeak,media/birds_1000/00720.png,28.0,103.0,279.0,461.0,train
Gray_Kingbird,media/birds_1000/00721.png,106.0,87.0,287.0,240.0,test
Bronzed_Cowbird,media/birds_1000/00722.png,175.0,71.0,417.0,477.0,test
Green_Kingfisher,media/birds_1000/00723.png,110.0,63.0,410.0,242.0,train
Blue_headed_Vireo,media/birds_1000/00724.png,39.0,145.0,297.0,397.0,test
Pine_Grosbeak,media/birds_1000/00725.png,170.0,97.0,284.0,269.0,train
Forsters_Tern,media/birds_1000/00726.png,88.0,108.0,439.0,290.0,train
American_Three_toed_Woodpecker,media/birds_1000/00727.png,23.0,108.0,179.0,394.0,train
Purple_Finch,media/birds_1000/00728.png,131.0,43.0,390.0,365.0,train
Horned_Lark,media/birds_1000/00729.png,125.0,128.0,352.0,236.0,test
Seaside_Sparrow,media/birds_1000/00730.png,197.0,46.0,411.0,330.0,train
White_breasted_Kingfisher,media/birds_1000/00731.png,52.0,84.0,429.0,336.0,train
Sage_Thrasher,media/birds_1000/00732.png,132.0,25.0,362.0,332.0,train
Brewer_Sparrow,media/birds_1000/00733.png,92.0,141.0,237.0,354.0,train
Shiny_Cowbird,media/birds_1000/00734.png,200.0,152.0,376.0,282.0,test
Pine_Warbler,media/birds_1000/00735.png,212.0,89.0,367.0,303.0,train
Pigeon_Guillemot,media/birds_1000/00736.png,168.0,75.0,435.0,201.0,test
Swainson_Warbler,media/birds_1000/00737.png,8.0,81.0,359.0,255.0,test
Song_Sparrow,media/birds_1000/00738.png,183.0,67.0,466.0,263.0,train
Red_eyed_Vireo,media/birds_1000/00739.png,184.0,93.0,414.0,269.0,test
Marsh_Wren,media/birds_1000/00740.png,154.0,114.0,371.0,347.0,train
Slaty_backed_Gull,media/birds_1000/00741.png,97.0,46.0,462.0,358.0,train
Pelagic_Cormorant,media/birds_1000/00742.png,63.0,71.0,450.0,334.0,train
Ring_billed_Gull,media/birds_1000/00743.png,26.0,52.0,306.0,470.0,train
Heermann_Gull,media/birds_1000/00744.png,136.0,66.0,449.0,272.0,train
Gadwall,media/birds_1000/00745.png,3.0,4.0,365.0,375.0,train
Seaside_Sparrow,media/birds_1000/00746.png,142.0,81.0,338.0,313.0,train
Pacific_Loon,media/birds_1000/00747.png,160.0,114.0,358.0,230.0,train
Savannah_Sparrow,media/birds_1000/00748.png,96.0,7.0,346.0,264.0,train
American_Redstart,media/birds_1000/00749.png,174.0,107.0,422.0,253.0,train
Cactus_Wren,media/birds_1000/00750.png,13.0,23.0,482.0,448.0,test
Henslow_Sparrow,media/birds_1000/00751.png,32.0,59.0,383.0,423.0,train
Green_Kingfisher,media/birds_1000/00752.png,27.0,41.0,485.0,320.0,test
Ruby_throated_Hummingbird,media/birds_1000/00753.png,6.0,86.0,251.0,284.0,train
Fish_Crow,media/birds_1000/00754.png,41.0,39.0,425.0,229.0,train
Sayornis,media/birds_1000/00755.png,28.0,153.0,266.0,443.0,train
Blue_winged_Warbler,media/birds_1000/00756.png,89.0,122.0,266.0,305.0,test
Elegant_Tern,media/birds_1000/00757.png,95.0,77.0,338.0,337.0,train
Scissor_tailed_Flycatcher,media/birds_1000/00758.png,75.0,85.0,189.0,352.0,train
Brown_Pelican,media/birds_1000/00759.png,46.0,80.0,305.0,487.0,train
Blue_winged_Warbler,media/birds_1000/00760.png,1.0,40.0,473.0,331.0,train
Green_Violetear,media/birds_1000/00761.png,123.0,93.0,315.0,273.0,train
Groove_billed_Ani,media/birds_1000/00762.png,170.0,73.0,315.0,285.0,train
Common_Yellowthroat,media/birds_1000/00763.png,100.0,115.0,318.0,246.0,train
Great_Crested_Flycatcher,media/birds_1000/00764.png,38.0,108.0,404.0,382.0,train
White_Pelican,media/birds_1000/00765.png,151.0,98.0,313.0,240.0,train
Yellow_billed_Cuckoo,media/birds_1000/00766.png,164.0,134.0,362.0,285.0,train
Ring_billed_Gull,media/birds_1000/00767.png,41.0,170.0,314.0,423.0,train
Red_breasted_Merganser,media/birds_1000/00768.png,159.0,58.0,445.0,204.0,test
Cactus_Wren,media/birds_1000/00769.png,107.0,166.0,461.0,360.0,train
Artic_Tern,media/birds_1000/00770.png,15.0,119.0,441.0,267.0,test
Black_throated_Blue_Warbler,media/birds_1000/00771.png,213.0,83.0,445.0,309.0,test
Sooty_Albatross,media/birds_1000/00772.png,1.0,14.0,251.0,262.0,train
Golden_winged_Warbler,media/birds_1000/00773.png,182.0,73.0,465.0,226.0,train
Bewick_Wren,media/birds_1000/00774.png,55.0,148.0,336.0,415.0,train
Vermilion_Flycatcher,media/birds_1000/00775.png,138.0,58.0,363.0,298.0,train
Black_footed_Albatross,media/birds_1000/00776.png,82.0,52.0,342.0,312.0,test
Cape_May_Warbler,media/birds_1000/00777.png,0.0,106.0,357.0,333.0,test
Spotted_Catbird,media/birds_1000/00778.png,4.0,60.0,401.0,328.0,train
Baird_Sparrow,media/birds_1000/00779.png,203.0,72.0,319.0,264.0,train
White_eyed_Vireo,media/birds_1000/00780.png,171.0,20.0,424.0,279.0,train
Downy_Woodpecker,media/birds_1000/00781.png,89.0,114.0,220.0,337.0,train
Great_Crested_Flycatcher,media/birds_1000/00782.png,19.0,57.0,356.0,488.0,train
Northern_Fulmar,media/birds_1000/00783.png,7.0,139.0,444.0,241.0,train
Horned_Puffin,media/birds_1000/00784.png,126.0,122.0,392.0,315.0,test
Brewer_Blackbird,media/birds_1000/00785.png,71.0,144.0,260.0,463.0,train
Scissor_tailed_Flycatcher,media/birds_1000/00786.png,70.0,74.0,473.0,240.0,train
Mockingbird,media/birds_1000/00787.png,1.0,19.0,359.0,341.0,test
Horned_Lark,media/birds_1000/00788.png,43.0,82.0,464.0,321.0,train
Great_Grey_Shrike,media/birds_1000/00789.png,47.0,125.0,301.0,337.0,test
Western_Gull,media/birds_1000/00790.png,35.0,79.0,304.0,333.0,train
Cactus_Wren,media/birds_1000/00791.png,115.0,60.0,357.0,457.0,train
White_eyed_Vireo,media/birds_1000/00792.png,93.0,22.0,317.0,326.0,train
Pied_Kingfisher,media/birds_1000/00793.png,38.0,15.0,428.0,287.0,train
Clark_Nutcracker,media/birds_1000/00794.png,71.0,101.0,429.0,397.0,train
Red_faced_Cormorant,media/birds_1000/00795.png,86.0,90.0,274.0,494.0,test
Elegant_Tern,media/birds_1000/00796.png,93.0,121.0,441.0,272.0,train
Louisiana_Waterthrush,media/birds_1000/00797.png,256.0,92.0,465.0,274.0,test
Orchard_Oriole,media/birds_1000/00798.png,138.0,81.0,396.0,376.0,train
Acadian_Flycatcher,media/birds_1000/00799.png,183.0,35.0,388.0,314.0,train
Northern_Waterthrush,media/birds_1000/00800.png,34.0,215.0,385.0,447.0,train
Baird_Sparrow,media/birds_1000/00801.png,208.0,106.0,377.0,311.0,test
American_Redstart,media/birds_1000/00802.png,156.0,64.0,276.0,278.0,test
Pied_Kingfisher,media/birds_1000/00803.png,98.0,109.0,382.0,307.0,train
White_crowned_Sparrow,media/birds_1000/00804.png,22.0,79.0,331.0,261.0,train
Marsh_Wren,media/birds_1000/00805.png,137.0,81.0,373.0,316.0,train
Summer_Tanager,media/birds_1000/00806.png,172.0,103.0,331.0,420.0,train
Palm_Warbler,media/birds_1000/00807.png,114.0,215.0,264.0,334.0,train
Gray_Kingbird,media/birds_1000/00808.png,2.0,74.0,397.0,316.0,train
Hooded_Merganser,media/birds_1000/00809.png,91.0,28.0,431.0,216.0,train
Pine_Grosbeak,media/birds_1000/00810.png,160.0,88.0,360.0,441.0,test
Black_capped_Vireo,media/birds_1000/00811.png,41.0,64.0,375.0,311.0,train
Scarlet_Tanager,media/birds_1000/00812.png,78.0,117.0,397.0,369.0,train
Barn_Swallow,media/birds_1000/00813.png,169.0,230.0,480.0,429.0,train
Gray_Catbird,media/birds_1000/00814.png,2.0,69.0,459.0,380.0,train
Bewick_Wren,media/birds_1000/00815.png,246.0,44.0,416.0,297.0,train
Caspian_Tern,media/birds_1000/00816.png,30.0,3.0,376.0,451.0,train
Acadian_Flycatcher,media/birds_1000/00817.png,113.0,70.0,284.0,406.0,train
American_Crow,media/birds_1000/00818.png,2.0,50.0,375.0,363.0,train
Loggerhead_Shrike,media/birds_1000/00819.png,70.0,76.0,330.0,253.0,train
Tennessee_Warbler,media/birds_1000/00820.png,136.0,130.0,333.0,240.0,test
Grasshopper_Sparrow,media/birds_1000/00821.png,158.0,127.0,324.0,301.0,test
Blue_headed_Vireo,media/birds_1000/00822.png,198.0,95.0,476.0,292.0,train
Baltimore_Oriole,media/birds_1000/00823.png,164.0,13.0,478.0,234.0,test
Myrtle_Warbler,media/birds_1000/00824.png,268.0,130.0,392.0,250.0,train
Boat_tailed_Grackle,media/birds_1000/00825.png,244.0,83.0,421.0,277.0,train
Red_breasted_Merganser,media/birds_1000/00826.png,109.0,93.0,400.0,291.0,train
Prairie_Warbler,media/birds_1000/00827.png,95.0,61.0,428.0,384.0,train
Slaty_backed_Gull,media/birds_1000/00828.png,208.0,84.0,428.0,292.0,test
Nighthawk,media/birds_1000/00829.png,44.0,75.0,496.0,288.0,train
Harris_Sparrow,media/birds_1000/00830.png,250.0,11.0,413.0,277.0,test
Long_tailed_Jaeger,media/birds_1000/00831.png,11.0,33.0,451.0,257.0,train
Great_Grey_Shrike,media/birds_1000/00832.png,211.0,98.0,312.0,200.0,train
Bank_Swallow,media/birds_1000/00833.png,188.0,105.0,343.0,305.0,train
Whip_poor_Will,media/birds_1000/00834.png,2.0,45.0,314.0,224.0,test
Spotted_Catbird,media/birds_1000/00835.png,183.0,32.0,394.0,349.0,train
Purple_Finch,media/birds_1000/00836.png,73.0,75.0,303.0,424.0,train
Blue_Grosbeak,media/birds_1000/00837.png,68.0,95.0,337.0,298.0,train
Western_Meadowlark,media/birds_1000/00838.png,42.0,112.0,245.0,436.0,test
Western_Gull,media/birds_1000/00839.png,22.0,79.0,324.0,329.0,train
White_crowned_Sparrow,media/birds_1000/00840.png,117.0,74.0,490.0,332.0,train
Bank_Swallow,media/birds_1000/00841.png,141.0,106.0,305.0,367.0,train
Western_Meadowlark,media/birds_1000/00842.png,172.0,178.0,324.0,315.0,train
Dark_eyed_Junco,media/birds_1000/00843.png,104.0,39.0,214.0,202.0,test
Golden_winged_Warbler,media/birds_1000/00844.png,79.0,15.0,443.0,361.0,test
Carolina_Wren,media/birds_1000/00845.png,124.0,83.0,327.0,313.0,train
Prothonotary_Warbler,media/birds_1000/00846.png,141.0,70.0,462.0,304.0,train
Orchard_Oriole,media/birds_1000/00847.png,39.0,72.0,371.0,334.0,test
Nelson_Sharp_tailed_Sparrow,media/birds_1000/00848.png,182.0,27.0,337.0,283.0,train
Parakeet_Auklet,media/birds_1000/00849.png,68.0,133.0,344.0,434.0,train
Harris_Sparrow,media/birds_1000/00850.png,24.0,176.0,433.0,407.0,train
Prothonotary_Warbler,media/birds_1000/00851.png,123.0,126.0,343.0,269.0,train
Olive_sided_Flycatcher,media/birds_1000/00852.png,88.0,37.0,362.0,455.0,train
Western_Wood_Pewee,media/birds_1000/00853.png,77.0,77.0,251.0,427.0,test
Mockingbird,media/birds_1000/00854.png,144.0,82.0,383.0,239.0,train
Common_Tern,media/birds_1000/00855.png,115.0,84.0,335.0,359.0,train
American_Pipit,media/birds_1000/00856.png,68.0,117.0,232.0,251.0,test
Scissor_tailed_Flycatcher,media/birds_1000/00857.png,113.0,55.0,297.0,239.0,test
Cardinal,media/birds_1000/00858.png,226.0,53.0,422.0,223.0,train
Vermilion_Flycatcher,media/birds_1000/00859.png,18.0,36.0,475.0,390.0,test
Green_Jay,media/birds_1000/00860.png,76.0,109.0,333.0,282.0,test
Lazuli_Bunting,media/birds_1000/00861.png,216.0,159.0,363.0,425.0,train
Fox_Sparrow,media/birds_1000/00862.png,104.0,66.0,342.0,325.0,train
Groove_billed_Ani,media/birds_1000/00863.png,94.0,22.0,316.0,492.0,train
Rufous_Hummingbird,media/birds_1000/00864.png,152.0,60.0,469.0,306.0,train
European_Goldfinch,media/birds_1000/00865.png,50.0,61.0,210.0,268.0,train
Blue_Grosbeak,media/birds_1000/00866.png,196.0,108.0,352.0,260.0,train
Black_and_white_Warbler,media/birds_1000/00867.png,138.0,18.0,433.0,235.0,test
Blue_headed_Vireo,media/birds_1000/00868.png,106.0,112.0,379.0,405.0,train
Chuck_will_Widow,media/birds_1000/00869.png,1.0,0.0,421.0,263.0,train
Horned_Puffin,media/birds_1000/00870.png,53.0,137.0,289.0,244.0,train
Red_winged_Blackbird,media/birds_1000/00871.png,110.0,144.0,281.0,300.0,train
Louisiana_Waterthrush,media/birds_1000/00872.png,34.0,115.0,447.0,329.0,test
Cactus_Wren,media/birds_1000/00873.png,11.0,113.0,343.0,276.0,train
Hooded_Merganser,media/birds_1000/00874.png,153.0,131.0,484.0,294.0,train
Warbling_Vireo,media/birds_1000/00875.png,68.0,107.0,336.0,253.0,train
Cliff_Swallow,media/birds_1000/00876.png,112.0,137.0,351.0,348.0,train
Yellow_breasted_Chat,media/birds_1000/00877.png,243.0,131.0,378.0,243.0,train
Yellow_bellied_Flycatcher,media/birds_1000/00878.png,307.0,27.0,425.0,280.0,train
Brown_Thrasher,media/birds_1000/00879.png,62.0,157.0,238.0,422.0,train
Hooded_Warbler,media/birds_1000/00880.png,81.0,60.0,313.0,277.0,train
Fish_Crow,media/birds_1000/00881.png,72.0,91.0,346.0,256.0,test
Le_Conte_Sparrow,media/birds_1000/00882.png,28.0,21.0,415.0,366.0,train
Least_Tern,media/birds_1000/00883.png,119.0,72.0,367.0,323.0,train
Crested_Auklet,media/birds_1000/00884.png,252.0,54.0,363.0,265.0,test
Red_cockaded_Woodpecker,media/birds_1000/00885.png,39.0,101.0,232.0,485.0,train
Savannah_Sparrow,media/birds_1000/00886.png,84.0,33.0,406.0,321.0,train
Cerulean_Warbler,media/birds_1000/00887.png,26.0,115.0,223.0,332.0,train
White_crowned_Sparrow,media/birds_1000/00888.png,71.0,89.0,340.0,322.0,train
Philadelphia_Vireo,media/birds_1000/00889.png,127.0,121.0,322.0,278.0,train
Blue_Jay,media/birds_1000/00890.png,93.0,91.0,300.0,320.0,train
Bronzed_Cowbird,media/birds_1000/00891.png,148.0,62.0,471.0,373.0,train
Ruby_throated_Hummingbird,media/birds_1000/00892.png,58.0,41.0,459.0,350.0,test
Chestnut_sided_Warbler,media/birds_1000/00893.png,32.0,106.0,378.0,417.0,train
Red_eyed_Vireo,media/birds_1000/00894.png,140.0,66.0,383.0,237.0,train
Fox_Sparrow,media/birds_1000/00895.png,34.0,71.0,485.0,366.0,train
Scott_Oriole,media/birds_1000/00896.png,116.0,104.0,346.0,303.0,train
Red_legged_Kittiwake,media/birds_1000/00897.png,121.0,47.0,429.0,226.0,train
Pomarine_Jaeger,media/birds_1000/00898.png,102.0,53.0,291.0,227.0,train
Painted_Bunting,media/birds_1000/00899.png,50.0,58.0,274.0,268.0,train
Loggerhead_Shrike,media/birds_1000/00900.png,69.0,50.0,377.0,240.0,train
Mourning_Warbler,media/birds_1000/00901.png,146.0,100.0,368.0,311.0,train
Nelson_Sharp_tailed_Sparrow,media/birds_1000/00902.png,214.0,81.0,369.0,263.0,train
Marsh_Wren,media/birds_1000/00903.png,228.0,117.0,429.0,346.0,test
Horned_Lark,media/birds_1000/00904.png,218.0,154.0,434.0,323.0,train
Savannah_Sparrow,media/birds_1000/00905.png,123.0,3.0,322.0,351.0,test
Gray_crowned_Rosy_Finch,media/birds_1000/00906.png,113.0,68.0,390.0,428.0,train
Brewer_Blackbird,media/birds_1000/00907.png,95.0,73.0,377.0,393.0,train
Red_faced_Cormorant,media/birds_1000/00908.png,141.0,53.0,308.0,451.0,train
Tree_Sparrow,media/birds_1000/00909.png,115.0,101.0,438.0,325.0,test
Frigatebird,media/birds_1000/00910.png,52.0,48.0,499.0,225.0,train
Baird_Sparrow,media/birds_1000/00911.png,65.0,46.0,208.0,273.0,train
Savannah_Sparrow,media/birds_1000/00912.png,86.0,118.0,312.0,404.0,train
Hooded_Oriole,media/birds_1000/00913.png,89.0,22.0,447.0,341.0,train
Herring_Gull,media/birds_1000/00914.png,7.0,48.0,371.0,344.0,train
Palm_Warbler,media/birds_1000/00915.png,90.0,67.0,362.0,464.0,train
Gadwall,media/birds_1000/00916.png,127.0,121.0,378.0,253.0,train
Green_tailed_Towhee,media/birds_1000/00917.png,134.0,145.0,249.0,290.0,test
Carolina_Wren,media/birds_1000/00918.png,61.0,98.0,329.0,283.0,train
Tree_Swallow,media/birds_1000/00919.png,75.0,45.0,391.0,274.0,train
Rose_breasted_Grosbeak,media/birds_1000/00920.png,114.0,92.0,407.0,322.0,test
Pied_billed_Grebe,media/birds_1000/00921.png,160.0,36.0,453.0,251.0,test
Red_headed_Woodpecker,media/birds_1000/00922.png,100.0,99.0,284.0,457.0,train
Eastern_Towhee,media/birds_1000/00923.png,0.0,15.0,401.0,374.0,test
Gadwall,media/birds_1000/00924.png,58.0,44.0,305.0,238.0,test
Whip_poor_Will,media/birds_1000/00925.png,18.0,55.0,463.0,212.0,train
Bohemian_Waxwing,media/birds_1000/00926.png,34.0,129.0,293.0,435.0,test
Clay_colored_Sparrow,media/birds_1000/00927.png,0.0,44.0,476.0,303.0,train
Common_Tern,media/birds_1000/00928.png,176.0,119.0,429.0,280.0,test
Yellow_billed_Cuckoo,media/birds_1000/00929.png,80.0,114.0,329.0,427.0,train
Yellow_breasted_Chat,media/birds_1000/00930.png,102.0,198.0,286.0,441.0,train
Fox_Sparrow,media/birds_1000/00931.png,244.0,89.0,458.0,264.0,train
American_Goldfinch,media/birds_1000/00932.png,140.0,135.0,249.0,270.0,train
Eastern_Towhee,media/birds_1000/00933.png,265.0,152.0,445.0,315.0,train
Worm_eating_Warbler,media/birds_1000/00934.png,74.0,106.0,376.0,295.0,train
Worm_eating_Warbler,media/birds_1000/00935.png,177.0,103.0,411.0,263.0,train
Scarlet_Tanager,media/birds_1000/00936.png,139.0,101.0,299.0,258.0,train
Pelagic_Cormorant,media/birds_1000/00937.png,82.0,18.0,315.0,286.0,train
Warbling_Vireo,media/birds_1000/00938.png,10.0,15.0,463.0,334.0,train
Horned_Puffin,media/birds_1000/00939.png,191.0,103.0,304.0,219.0,train
Yellow_Warbler,media/birds_1000/00940.png,186.0,109.0,419.0,295.0,test
Geococcyx,media/birds_1000/00941.png,184.0,107.0,405.0,243.0,train
American_Redstart,media/birds_1000/00942.png,120.0,99.0,442.0,281.0,train
Tropical_Kingbird,media/birds_1000/00943.png,140.0,89.0,450.0,278.0,train
Bewick_Wren,media/birds_1000/00944.png,98.0,130.0,253.0,232.0,train
Geococcyx,media/birds_1000/00945.png,159.0,121.0,311.0,445.0,train
Winter_Wren,media/birds_1000/00946.png,294.0,90.0,412.0,192.0,train
Rusty_Blackbird,media/birds_1000/00947.png,93.0,83.0,472.0,401.0,test
Artic_Tern,media/birds_1000/00948.png,141.0,60.0,470.0,332.0,train
American_Goldfinch,media/birds_1000/00949.png,68.0,72.0,379.0,347.0,train
Pigeon_Guillemot,media/birds_1000/00950.png,57.0,74.0,483.0,233.0,train
Sooty_Albatross,media/birds_1000/00951.png,36.0,63.0,484.0,315.0,test
Orchard_Oriole,media/birds_1000/00952.png,91.0,98.0,306.0,308.0,train
Pomarine_Jaeger,media/birds_1000/00953.png,154.0,80.0,301.0,211.0,test
Worm_eating_Warbler,media/birds_1000/00954.png,10.0,13.0,238.0,246.0,test
Baltimore_Oriole,media/birds_1000/00955.png,149.0,110.0,250.0,270.0,test
Western_Wood_Pewee,media/birds_1000/00956.png,68.0,73.0,297.0,440.0,train
Clay_colored_Sparrow,media/birds_1000/00957.png,111.0,106.0,327.0,294.0,train
Bobolink,media/birds_1000/00958.png,104.0,61.0,428.0,255.0,train
Indigo_Bunting,media/birds_1000/00959.png,114.0,82.0,283.0,234.0,train
Brown_Creeper,media/birds_1000/00960.png,111.0,58.0,263.0,408.0,train
Western_Wood_Pewee,media/birds_1000/00961.png,77.0,145.0,332.0,479.0,train
Bohemian_Waxwing,media/birds_1000/00962.png,170.0,82.0,450.0,388.0,train
Green_Kingfisher,media/birds_1000/00963.png,85.0,131.0,320.0,438.0,test
Scott_Oriole,media/birds_1000/00964.png,129.0,87.0,470.0,314.0,test
Bank_Swallow,media/birds_1000/00965.png,161.0,26.0,388.0,252.0,train
Prairie_Warbler,media/birds_1000/00966.png,183.0,117.0,485.0,320.0,test
Gadwall,media/birds_1000/00967.png,61.0,59.0,318.0,172.0,train
American_Pipit,media/birds_1000/00968.png,181.0,51.0,499.0,254.0,train
Western_Grebe,media/birds_1000/00969.png,135.0,113.0,388.0,219.0,train
Herring_Gull,media/birds_1000/00970.png,156.0,72.0,389.0,256.0,test
Blue_Jay,media/birds_1000/00971.png,139.0,95.0,369.0,429.0,test
White_throated_Sparrow,media/birds_1000/00972.png,128.0,147.0,309.0,281.0,train
California_Gull,media/birds_1000/00973.png,153.0,92.0,390.0,359.0,test
Mallard,media/birds_1000/00974.png,15.0,41.0,485.0,257.0,train
Clay_colored_Sparrow,media/birds_1000/00975.png,122.0,140.0,403.0,283.0,train
Red_faced_Cormorant,media/birds_1000/00976.png,91.0,86.0,284.0,294.0,train
House_Wren,media/birds_1000/00977.png,141.0,118.0,398.0,284.0,train
Common_Yellowthroat,media/birds_1000/00978.png,177.0,18.0,378.0,281.0,test
Belted_Kingfisher,media/birds_1000/00979.png,281.0,146.0,394.0,277.0,train
Golden_winged_Warbler,media/birds_1000/00980.png,164.0,66.0,458.0,289.0,train
Pigeon_Guillemot,media/birds_1000/00981.png,172.0,94.0,298.0,250.0,train
Red_breasted_Merganser,media/birds_1000/00982.png,134.0,63.0,477.0,239.0,train
Hooded_Merganser,media/birds_1000/00983.png,49.0,37.0,493.0,264.0,train
Black_throated_Sparrow,media/birds_1000/00984.png,134.0,107.0,292.0,299.0,train
Palm_Warbler,media/birds_1000/00985.png,197.0,107.0,362.0,225.0,train
Yellow_throated_Vireo,media/birds_1000/00986.png,53.0,63.0,211.0,316.0,train
Tree_Swallow,media/birds_1000/00987.png,77.0,182.0,320.0,395.0,test
Pine_Grosbeak,media/birds_1000/00988.png,17.0,97.0,430.0,292.0,train
Least_Flycatcher,media/birds_1000/00989.png,86.0,129.0,258.0,323.0,train
Red_winged_Blackbird,media/birds_1000/00990.png,88.0,101.0,322.0,283.0,train
Western_Grebe,media/birds_1000/00991.png,60.0,31.0,383.0,227.0,test
Henslow_Sparrow,media/birds_1000/00992.png,147.0,41.0,352.0,281.0,train
Evening_Grosbeak,media/birds_1000/00993.png,237.0,169.0,497.0,283.0,train
Northern_Flicker,media/birds_1000/00994.png,45.0,38.0,336.0,275.0,train
White_breasted_Kingfisher,media/birds_1000/00995.png,17.0,105.0,419.0,336.0,test
Blue_Grosbeak,media/birds_1000/00996.png,96.0,102.0,361.0,338.0,test
Yellow_headed_Blackbird,media/birds_1000/00997.png,53.0,42.0,424.0,208.0,train
Tree_Sparrow,media/birds_1000/00998.png,47.0,11.0,450.0,427.0,train
Cliff_Swallow,media/birds_1000/00999.png,158.0,50.0,352.0,316.0,train
